"","spp","NomConc","Phase","fishID","DateTime","Intercept","Slope","Slope.hour","r2","BaroP","Salinity","Temp","Time.m","O2.sat","sat100.mgO2perL","sat100.mgO2permL","date","chamber","volume.ml","treatment","weight.g","length.mm","hPa","mmHg","round","notes","sat100.mgO2","mgO2","mgO2hpos","mass.specific.mgO2ghr","Contam","CalcConc"
"52","WS",0,"M7","ws_066",2021-06-30 15:35:31,0.544640127209393,-0.00452174390367536,-0.271304634220522,0.994695795724951,1011.9,4,18.94,80.9833333333333,96.22,9.04790343004511,0.00904790343004511,2021-06-30,2,21.3196,"white",0.9503,57.66,1011.92,759,"3","",0.184299459337618,0.177332939774656,0.271304634220522,0.285493669599623,"Fipronil",0.01
"53","WS",0,"M1","ws_046",2021-06-29 14:22:19,0.207850027342962,-0.00348473942583296,-0.209084365549978,0.996817382488683,1009.9,4,18.96,6.98333333333333,99.87,9.02601058623585,0.00902601058623585,2021-06-29,6,20.7109,"white",0.4463,46.27,1009.92,757.5,"3","",0.182908494125835,0.182670713083471,0.209084365549978,0.468483902195782,"Fipronil",0.01
"54","WS",0,"M8","ws_012",2021-06-28 13:53:10,0.378274529835712,-0.00183552878673822,-0.110131727204293,0.973186905603199,1010.2,4,19.55,104.983333333333,97.72,8.92325146740134,0.00892325146740134,2021-06-28,4,21.4921,"white",0.3681,41.1,1010.18,757.7,"2","",0.188494763997386,0.184197083378245,0.110131727204293,0.299189696289848,"Fipronil",0.01
"55","WS",0,"M7","ws_047",2021-06-29 15:45:19,0.573038219958921,-0.00435392673065797,-0.261235603839478,0.996118456244317,1009.9,4,19.02,89.9833333333333,96.53,9.01517905549314,0.00901517905549314,2021-06-29,7,21.359,"white",0.5879,47.95,1009.92,757.5,"3","",0.187255185679554,0.180757430736473,0.261235603839478,0.444353808197785,"Fipronil",0.01
"56","WS",0,"M11","ws_029",2021-06-29 10:37:35,0.538899600996971,-0.00281193669414731,-0.168716201648839,0.996631138363457,1009.9,4,18.34,124.883333333333,97.96,9.13937208904501,0.00913937208904501,2021-06-29,5,21.4825,"white",0.5604,47.5,1009.92,757.5,"1","",0.191214856784209,0.187314073705811,0.168716201648839,0.30106388588301,"Fipronil",0.01
"57","WS",0,"M8","ws_079",2021-07-01 09:39:56,0.398908365349034,-0.0024555249353691,-0.147331496122146,0.975961909457297,1011.9,4,18.17,83.4833333333333,100.35,9.18946358761663,0.00918946358761663,2021-07-01,7,21.359,"white",0.4458,42.61,1014.85,761.2,"1","",0.192181089900544,0.192853723715196,0.147331496122146,0.330487878246178,"Fipronil",0.01
"58","WS",0,"M8","ws_016",2021-06-28 13:53:10,0.628712602344308,-0.00426682937463014,-0.256009762477808,0.997669976532171,1010.2,4,19.55,104.983333333333,95.65,8.92325146740134,0.00892325146740134,2021-06-28,8,21.6943,"white",0.5867,50.7,1010.18,757.7,"2","",0.18834842267332,0.180155266287031,0.256009762477808,0.436355484025581,"Fipronil",0.01
"59","WS",0,"M11","ws_053",2021-06-30 10:34:39,0.634340590816079,-0.00374769391459015,-0.224861634875409,0.998265226706282,1011.9,4,18.54,119,98.32,9.12092960780845,0.00912092960780845,2021-06-30,5,21.4825,"white",0.5297,45.59,1011.92,759,"1","",0.191109013886489,0.187898382453196,0.224861634875409,0.424507522891088,"Fipronil",0.01
"60","WS",0,"M6","ws_099",2021-07-02 09:08:03,0.349743316895066,-0.00323118244917865,-0.193870946950719,0.96905586434931,1014.2,4,18.16,48.15,99.72,9.21265845097387,0.00921265845097387,2021-07-02,3,21.4652,"white",0.4661,46.72,1014.18,760.7,"1","",0.193457536077845,0.192915854976827,0.193870946950719,0.415942816886331,"Fipronil",0.01
"61","WS",0,"M10","ws_046",2021-06-29 16:25:49,0.437140159929807,-0.00194563388985339,-0.116738033391204,0.990442377455942,1009.9,4,19.05,130.483333333333,100.04,9.00977235918381,0.00900977235918381,2021-06-29,6,20.7109,"white",0.4463,46.27,1009.92,757.5,"3","",0.182579432949916,0.182652464723096,0.116738033391204,0.261568526531937,"Fipronil",0.01
"62","WS",0,"M9","ws_012",2021-06-28 14:07:10,0.400226528113765,-0.00180568367272949,-0.108341020363769,0.979529808773537,1010.2,4,19.56,118.983333333333,97.75,8.92148309369303,0.00892148309369303,2021-06-28,4,21.4921,"white",0.3681,41.1,1010.18,757.7,"2","",0.188457408871172,0.18421711717157,0.108341020363769,0.294324967030071,"Fipronil",0.01
"63","WS",0,"M10","ws_047",2021-06-29 16:25:49,0.721797459500023,-0.00413727300207839,-0.248236380124703,0.994276426156213,1009.9,4,19.05,130.483333333333,96.76,9.00977235918381,0.00900977235918381,2021-06-29,7,21.359,"white",0.5879,47.95,1009.92,757.5,"3","",0.187142882649843,0.181079453251988,0.248236380124703,0.422242524450933,"Fipronil",0.01
"64","WS",0,"M3","ws_059",2021-06-30 12:15:49,0.333594094317732,-0.00405299579679888,-0.243179747807933,0.939359838442354,1011.9,4,18.69,36.9833333333333,96.57,9.09341645718828,0.00909341645718829,2021-06-30,3,21.4652,"white",0.7697,51.62,1011.92,759,"2","",0.18819280028974,0.181737787239802,0.243179747807933,0.315940948171928,"Fipronil",0.01
"65","WS",0,"M6","ws_104",2021-07-02 09:08:03,0.355999384158335,-0.00332458586455273,-0.199475151873164,0.988788623873234,1014.2,4,18.16,48.15,100.2,9.21265845097387,0.00921265845097387,2021-07-02,8,21.6943,"white",0.5011,46.25,1014.18,760.7,"1","",0.195245713083179,0.195636204509346,0.199475151873164,0.398074539758858,"Fipronil",0.01
"66","WS",0,"M9","ws_016",2021-06-28 14:07:10,0.732540784766439,-0.00463357812975796,-0.278014687785477,0.997337493530047,1010.2,4,19.56,118.983333333333,95.98,8.92148309369303,0.00892148309369303,2021-06-28,8,21.6943,"white",0.5867,50.7,1010.18,757.7,"2","",0.188311096548435,0.180740990467188,0.278014687785477,0.473861748398632,"Fipronil",0.01
"67","WS",0,"M12","ws_053",2021-06-30 10:48:39,0.770885893177855,-0.0043667719812093,-0.262006318872558,0.95284041742519,1011.9,4,18.55,133,98.66,9.11909057071735,0.00911909057071735,2021-06-30,5,21.4825,"white",0.5297,45.59,1011.92,759,"1","",0.191070480910127,0.188510136465931,0.262006318872558,0.494631525151138,"Fipronil",0.01
"68","WS",0,"M5","ws_109",2021-07-02 12:29:32,0.353020517855137,-0.00228829710934539,-0.137297826560723,0.969425116277707,1014.2,4,18.57,69.9833333333333,99.49,9.13657922348387,0.00913657922348387,2021-07-02,5,21.4825,"white",0.4161,44.28,1014.18,760.7,"2","",0.192474832553601,0.191493210907577,0.137297826560723,0.329963534152183,"Fipronil",0.01
"69","WS",0,"M3","ws_012",2021-06-28 12:43:10,0.257726026270318,-0.00207234030166015,-0.124340418099609,0.981152729402294,1010.2,4,19.48,34.9833333333333,97.5,8.93564833442007,0.00893564833442007,2021-06-28,4,21.4921,"white",0.3681,41.1,1010.18,757.7,"2","",0.188756635416289,0.184037719530882,0.124340418099609,0.337789780221704,"Fipronil",0.01
"70","WS",0,"M4","ws_066",2021-06-30 14:59:31,0.358714080339637,-0.00400713597023481,-0.240428158214089,0.959237287335007,1011.9,4,18.91,44.9833333333333,95.61,9.05334256677485,0.00905334256677485,2021-06-30,2,21.3196,"white",0.9503,57.66,1011.92,759,"3","",0.184410250745407,0.176314640737684,0.240428158214089,0.253002376317046,"Fipronil",0.01
"71","WS",0,"M2","ws_047",2021-06-29 14:37:19,0.301847703342472,-0.00562749108722515,-0.337649465233509,0.995906235785066,1009.9,4,18.97,21.9833333333333,95.03,9.02420364905225,0.00902420364905225,2021-06-29,7,21.359,"white",0.5879,47.95,1009.92,757.5,"3","",0.187442636414829,0.178126737385012,0.337649465233509,0.574331459829068,"Fipronil",0.01
"72","WS",0,"M3","ws_118",2021-07-02 14:54:04,0.234864781771803,-0.00163461920407035,-0.0980771522442212,0.983792550588223,1014.2,4,18.78,28.9833333333333,100.34,9.09806413517954,0.00909806413517954,2021-07-02,6,20.7109,"white",0.2168,37.08,1014.18,760.7,"3","",0.186456636192783,0.187090588755839,0.0980771522442212,0.452385388580356,"Fipronil",0.01
