"burstQual","BURST_NUMBER","ORIENTATION","START_TIME","X","GATE_ID","TIMING","POSITION","POSITION_DIFF","TIMING_DIFF","VELOCITY","VELOCITY_DIFF","ACCEL"
"okay","5","L",505.7,NA,"Gate1",10.100644,1.8,1.8,10.100644,0.178206458914897,NA,NA
"okay","5","L",505.7,NA,"Gate2",10.217927,5,3.2,0.117282999999999,27.2844316738149,27.1062252149,231.118109315931
"okay","5","L",505.7,NA,"Gate3",10.292229,6.8,1.8,0.0743020000000012,24.2254582649185,-3.05897340889647,-41.1694625837316
"okay","5","L",505.7,NA,"Gate4",10.386238,10,3.2,0.0940089999999998,34.0392941101385,9.81383584522002,104.39251396377
"okay","5","L",505.7,NA,"Gate5",11.144585,15,5,0.758346999999999,6.59328776931933,-27.4460063408191,-36.1918835847167
"okay","5","L",505.7,NA,"Gate6",11.542116,20,5,0.397531000000001,12.577635454845,5.98434768552567,15.0537887247175
"okay","5","L",505.7,NA,"Gate7",11.997303,25,5,0.455187,10.9844964816658,-1.59313897317924,-3.49996588913839
"okay","5","L",505.7,NA,"Gate8",12.27279,30,5,0.275487,18.149676754257,7.16518027259124,26.009141166702
"okay","5","L",505.7,NA,"Gate9",NA,35,5,NA,NA,NA,NA
"okay","5","L",505.7,NA,"Gate10",12.9516,40,5,NA,NA,NA,NA
"okay","5","L",505.7,NA,"Gate11",13.225392,45,5,0.273792,18.2620383356709,NA,NA
"okay","5","L",505.7,NA,"Gate12",13.534368,50,5,0.308976000000001,16.1824866656309,-2.07955167003994,-6.73046343418236
"okay","5","L",505.7,NA,"Gate13",13.931267,55,5,0.396898999999999,12.5976633853953,-3.58482328023563,-9.0320793961074
"okay","5","L",505.7,NA,"Gate14",14.300289,60,5,0.369021999999999,13.5493276823604,0.951664296965133,2.57888228063675
"okay","5","L",505.7,NA,"Gate15",14.800064,65,5,0.499775000000001,10.0045020259116,-3.5448256564488,-7.0928430922891
"okay","5","L",505.7,NA,"Gate16",15.570505,70,5,0.770441,6.48978961400029,-3.51471241191134,-4.56194882140402
"okay","5","L",505.7,NA,"Gate17",16.151158,75,5,0.580652999999998,8.61099486268049,2.1212052486802,3.65313749981522
"okay","5","L",505.7,NA,"Gate18",17.330031,80,5,1.178873,4.24133897374865,-4.36965588893185,-3.70663836471939
"okay","5","L",505.7,NA,"Gate19",NA,85,5,NA,NA,NA,NA
"okay","5","L",505.7,NA,"Gate20",NA,90,5,NA,NA,NA,NA
"okay","5","L",505.7,NA,"Gate21",NA,93.2,3.2,NA,NA,NA,NA
"okay","5","L",505.7,NA,"Gate22",NA,95,1.8,NA,NA,NA,NA
"okay","5","L",505.7,NA,"Gate23",NA,98.2,3.2,NA,NA,NA,NA
"okay","5","L",505.7,NA,"Gate24",NA,100,1.8,NA,NA,NA,NA
"good","6","R",581.8,NA,"Gate0",0,0,NA,NA,NA,NA,NA
"good","6","R",581.8,NA,"Gate1",0.057418,1.8,1.8,0.057418,31.3490543035285,NA,NA
"good","6","R",581.8,NA,"Gate2",0.179726,5,3.2,0.122308,26.163456192563,-5.18559811096547,-42.3978653151509
"good","6","R",581.8,NA,"Gate3",0.241836,6.8,1.8,0.06211,28.9808404443729,2.81738425180984,45.3612019289944
"good","6","R",581.8,NA,"Gate4",0.390303,10,3.2,0.148467,21.5536112402083,-7.42722920416462,-50.0261283932768
"good","6","R",581.8,NA,"Gate5",0.53549,15,5,0.145187,34.4383450308912,12.8847337906829,88.7457815829443
"good","6","R",581.8,NA,"Gate6",0.743368,20,5,0.207878,24.0525692954521,-10.3857757354391,-49.9609181127346
"good","6","R",581.8,NA,"Gate7",0.878589,25,5,0.135221,36.9765051286413,12.9239358331891,95.5763959236298
"good","6","R",581.8,NA,"Gate8",1.027136,30,5,0.148547,33.6593805327607,-3.31712459588063,-22.3304718094652
"good","6","R",581.8,NA,"Gate9",1.193464,35,5,0.166328,30.0610841229378,-3.59829640982285,-21.6337382149899
"good","6","R",581.8,NA,"Gate10",1.359329,40,5,0.165865,30.1449974376752,0.0839133147374262,0.50591333154931
"good","6","R",581.8,NA,"Gate11",1.525893,45,5,0.166564,30.0184913906967,-0.126506046978548,-0.759504136419324
"good","6","R",581.8,NA,"Gate12",1.676761,50,5,0.150868,33.1415542063261,3.12306281562937,20.7006311187884
"good","6","R",581.8,NA,"Gate13",1.901046,55,5,0.224285,22.2930646275943,-10.8484895787317,-48.36921585809
"good","6","R",581.8,NA,"Gate14",2.082425,60,5,0.181379,27.5665870911186,5.27352246352422,29.0746032535421
"good","6","R",581.8,NA,"Gate15",2.3269,65,5,0.244475,20.451988955926,-7.11459813519261,-29.1015364973621
"good","6","R",581.8,NA,"Gate16",2.774052,70,5,0.447152,11.1818799871185,-9.27010896880749,-20.7314491913432
"good","6","R",581.8,NA,"Gate17",3.704052,75,5,0.93,5.37634408602151,-5.80553590109697,-6.24251172160964
"good","6","R",581.8,NA,"Gate18",4.239578,80,5,0.535526,9.33661484222988,3.96027075620838,7.39510454433282
"good","6","R",581.8,NA,"Gate19",4.820659,85,5,0.581081,8.60465236343986,-0.73196247879002,-1.25965653461397
"good","6","R",581.8,NA,"Gate20",5.962762,90,5,1.142103,4.37788885941111,-4.22676350402876,-3.70086017113059
"good","6","R",581.8,NA,"Gate21",7.656819,93.2,3.2,1.694057,1.88895651090843,-2.48893234850267,-1.46921405153585
"good","6","R",581.8,NA,"Gate22",NA,95,1.8,NA,NA,NA,NA
"good","6","R",581.8,NA,"Gate23",NA,98.2,3.2,NA,NA,NA,NA
"good","6","R",581.8,NA,"Gate24",NA,100,1.8,NA,NA,NA,NA
"poor","7","L",643.7,NA,"Gate0",0,0,NA,NA,NA,NA,NA
"poor","7","L",643.7,NA,"Gate1",0.49933,1.8,1.8,0.49933,3.6048304728336,NA,NA
"poor","7","L",643.7,NA,"Gate2",1.059074,5,3.2,0.559744,5.71689915389893,2.11206868106533,3.77327614242462
"poor","7","L",643.7,NA,"Gate3",NA,6.8,1.8,NA,NA,NA,NA
"poor","7","L",643.7,NA,"Gate4",1.596404,10,3.2,NA,NA,NA,NA
"poor","7","L",643.7,NA,"Gate5",NA,15,5,NA,NA,NA,NA
"poor","7","L",643.7,NA,"Gate6",NA,20,5,NA,NA,NA,NA
"poor","7","L",643.7,NA,"Gate7",NA,25,5,NA,NA,NA,NA
"poor","7","L",643.7,NA,"Gate8",NA,30,5,NA,NA,NA,NA
"poor","7","L",643.7,NA,"Gate9",NA,35,5,NA,NA,NA,NA
"poor","7","L",643.7,NA,"Gate10",NA,40,5,NA,NA,NA,NA
"poor","7","L",643.7,NA,"Gate11",NA,45,5,NA,NA,NA,NA
"poor","7","L",643.7,NA,"Gate12",NA,50,5,NA,NA,NA,NA
"poor","7","L",643.7,NA,"Gate13",NA,55,5,NA,NA,NA,NA
"poor","7","L",643.7,NA,"Gate14",NA,60,5,NA,NA,NA,NA
"poor","7","L",643.7,NA,"Gate15",NA,65,5,NA,NA,NA,NA
"poor","7","L",643.7,NA,"Gate16",NA,70,5,NA,NA,NA,NA
"poor","7","L",643.7,NA,"Gate17",NA,75,5,NA,NA,NA,NA
"poor","7","L",643.7,NA,"Gate18",NA,80,5,NA,NA,NA,NA
"poor","7","L",643.7,NA,"Gate19",NA,85,5,NA,NA,NA,NA
"poor","7","L",643.7,NA,"Gate20",NA,90,5,NA,NA,NA,NA
"poor","7","L",643.7,NA,"Gate21",NA,93.2,3.2,NA,NA,NA,NA
"poor","7","L",643.7,NA,"Gate22",NA,95,1.8,NA,NA,NA,NA
"poor","7","L",643.7,NA,"Gate23",NA,98.2,3.2,NA,NA,NA,NA
"poor","7","L",643.7,NA,"Gate24",NA,100,1.8,NA,NA,NA,NA
"good","8","L",721.9,NA,"Gate0",0,0,NA,NA,NA,NA,NA
"good","8","L",721.9,NA,"Gate1",0.057846,1.8,1.8,0.057846,31.1171040348512,NA,NA
"good","8","L",721.9,NA,"Gate2",0.134925,5,3.2,0.077079,41.5158473773661,10.3987433425149,134.910200476329
"good","8","L",721.9,NA,"Gate3",0.192132,6.8,1.8,0.057207,31.4646808956946,-10.0511664816715,-175.698192208498
"good","8","L",721.9,NA,"Gate4",0.25225,10,3.2,0.060118,53.2286503210353,21.7639694253407,362.020849418489
"good","8","L",721.9,NA,"Gate5",0.434836,15,5,0.182586,27.3843558651813,-25.844294455854,-141.545871292728
"good","8","L",721.9,NA,"Gate6",0.587577,20,5,0.152741,32.7351529713698,5.35079710618849,35.0318323579687
"good","8","L",721.9,NA,"Gate7",0.78818,25,5,0.200603,24.9248515725089,-7.81030139886094,-38.9341206206335
"good","8","L",721.9,NA,"Gate8",1.016689,30,5,0.228509,21.880976241636,-3.04387533087289,-13.3205927594663
"good","8","L",721.9,NA,"Gate9",NA,35,5,NA,NA,NA,NA
"good","8","L",721.9,NA,"Gate10",1.411411,40,5,NA,NA,NA,NA
"good","8","L",721.9,NA,"Gate11",1.559191,45,5,0.14778,33.8340776830424,NA,NA
"good","8","L",721.9,NA,"Gate12",1.803223,50,5,0.244032,20.4891161814844,-13.344961501558,-54.6852933285715
"good","8","L",721.9,NA,"Gate13",NA,55,5,NA,NA,NA,NA
"good","8","L",721.9,NA,"Gate14",2.117398,60,5,NA,NA,NA,NA
"good","8","L",721.9,NA,"Gate15",2.264375,65,5,0.146977,34.0189281316125,NA,NA
"good","8","L",721.9,NA,"Gate16",2.409888,70,5,0.145513,34.3611910963281,0.342262964715616,2.35211262715781
"good","8","L",721.9,NA,"Gate17",NA,75,5,NA,NA,NA,NA
"good","8","L",721.9,NA,"Gate18",NA,80,5,NA,NA,NA,NA
"good","8","L",721.9,NA,"Gate19",NA,85,5,NA,NA,NA,NA
"good","8","L",721.9,NA,"Gate20",NA,90,5,NA,NA,NA,NA
"good","8","L",721.9,NA,"Gate21",NA,93.2,3.2,NA,NA,NA,NA
"good","8","L",721.9,NA,"Gate22",NA,95,1.8,NA,NA,NA,NA
"good","8","L",721.9,NA,"Gate23",NA,98.2,3.2,NA,NA,NA,NA
"good","8","L",721.9,NA,"Gate24",NA,100,1.8,NA,NA,NA,NA
"good","9","R",799.5,NA,"Gate0",0,0,NA,NA,NA,NA,NA
"good","9","R",799.5,NA,"Gate1",0.043406,1.8,1.8,0.043406,41.4689213472792,NA,NA
"good","9","R",799.5,NA,"Gate2",0.119517,5,3.2,0.076111,42.0438569983314,0.574935651052208,7.55391009252549
"good","9","R",799.5,NA,"Gate3",0.138516,6.8,1.8,0.018999,94.7418285172904,52.697971518959,2773.72343381015
"good","9","R",799.5,NA,"Gate4",0.197977,10,3.2,0.059461,53.8167874741427,-40.9250410431476,-688.266948809264
"good","9","R",799.5,NA,"Gate5",0.371702,15,5,0.173725,28.7811195855519,-25.0356678885908,-144.110910281139
"good","9","R",799.5,NA,"Gate6",0.530885,20,5,0.159183,31.410389300365,2.62926971481309,16.5172770635878
"good","9","R",799.5,NA,"Gate7",NA,25,5,NA,NA,NA,NA
"good","9","R",799.5,NA,"Gate8",0.903746,30,5,NA,NA,NA,NA
"good","9","R",799.5,NA,"Gate9",1.054677,35,5,0.150931,33.1277206140554,NA,NA
"good","9","R",799.5,NA,"Gate10",1.231886,40,5,0.177209,28.2152712334024,-4.91244938065304,-27.721218339097
"good","9","R",799.5,NA,"Gate11",1.381401,45,5,0.149515,33.4414607230044,5.22618948960199,34.9542821095007
"good","9","R",799.5,NA,"Gate12",1.528416,50,5,0.147015,34.0101350202361,0.568674297231688,3.86813792627751
"good","9","R",799.5,NA,"Gate13",1.681936,55,5,0.15352,32.569046378322,-1.44108864191404,-9.38697656275426
"good","9","R",799.5,NA,"Gate14",1.873961,60,5,0.192025,26.0382762661112,-6.53077011221082,-34.0099992824415
"good","9","R",799.5,NA,"Gate15",NA,65,5,NA,NA,NA,NA
"good","9","R",799.5,NA,"Gate16",NA,70,5,NA,NA,NA,NA
"good","9","R",799.5,NA,"Gate17",2.787272,75,5,NA,NA,NA,NA
"good","9","R",799.5,NA,"Gate18",NA,80,5,NA,NA,NA,NA
"good","9","R",799.5,NA,"Gate19",NA,85,5,NA,NA,NA,NA
"good","9","R",799.5,NA,"Gate20",NA,90,5,NA,NA,NA,NA
"good","9","R",799.5,NA,"Gate21",NA,93.2,3.2,NA,NA,NA,NA
"good","9","R",799.5,NA,"Gate22",NA,95,1.8,NA,NA,NA,NA
"good","9","R",799.5,NA,"Gate23",NA,98.2,3.2,NA,NA,NA,NA
"good","9","R",799.5,NA,"Gate24",NA,100,1.8,NA,NA,NA,NA
"good","10","L",865.3,NA,"Gate0",0,0,NA,NA,NA,NA,NA
"good","10","L",865.3,NA,"Gate1",NA,1.8,1.8,NA,NA,NA,NA
"good","10","L",865.3,NA,"Gate2",NA,5,3.2,NA,NA,NA,NA
"good","10","L",865.3,NA,"Gate3",NA,6.8,1.8,NA,NA,NA,NA
"good","10","L",865.3,NA,"Gate4",0.29073,10,3.2,NA,NA,NA,NA
"good","10","L",865.3,NA,"Gate5",0.467624,15,5,0.176894,28.2655149411512,NA,NA
"good","10","L",865.3,NA,"Gate6",NA,20,5,NA,NA,NA,NA
"good","10","L",865.3,NA,"Gate7",NA,25,5,NA,NA,NA,NA
"good","10","L",865.3,NA,"Gate8",1.114805,30,5,NA,NA,NA,NA
"good","10","L",865.3,NA,"Gate9",NA,35,5,NA,NA,NA,NA
"good","10","L",865.3,NA,"Gate10",1.420263,40,5,NA,NA,NA,NA
"good","10","L",865.3,NA,"Gate11",1.575549,45,5,0.155286,32.1986528083665,NA,NA
"good","10","L",865.3,NA,"Gate12",1.731916,50,5,0.156367,31.9760563290208,-0.222596479345643,-1.4235515124396
"good","10","L",865.3,NA,"Gate13",1.88191,55,5,0.149994,33.3346667200021,1.35861039098129,9.05776491713865
"good","10","L",865.3,NA,"Gate14",2.072129,60,5,0.190219,26.2854919855535,-7.04917473444863,-37.0582051974232
"good","10","L",865.3,NA,"Gate15",2.404353,65,5,0.332224,15.0500866884993,-11.2354052970542,-33.818764740218
"good","10","L",865.3,NA,"Gate16",NA,70,5,NA,NA,NA,NA
"good","10","L",865.3,NA,"Gate17",NA,75,5,NA,NA,NA,NA
"good","10","L",865.3,NA,"Gate18",NA,80,5,NA,NA,NA,NA
"good","10","L",865.3,NA,"Gate19",NA,85,5,NA,NA,NA,NA
"good","10","L",865.3,NA,"Gate20",NA,90,5,NA,NA,NA,NA
"good","10","L",865.3,NA,"Gate21",NA,93.2,3.2,NA,NA,NA,NA
"good","10","L",865.3,NA,"Gate22",NA,95,1.8,NA,NA,NA,NA
"good","10","L",865.3,NA,"Gate23",NA,98.2,3.2,NA,NA,NA,NA
"good","10","L",865.3,NA,"Gate24",NA,100,1.8,NA,NA,NA,NA
"poor","11","R",938.1,NA,"Gate0",0,0,NA,NA,NA,NA,NA
"poor","11","R",938.1,NA,"Gate1",0.182795,1.8,1.8,0.182795,9.8470964741924,NA,NA
"poor","11","R",938.1,NA,"Gate2",0.354726,5,3.2,0.171931,18.6121176518487,8.76502117765631,50.979876681089
"poor","11","R",938.1,NA,"Gate3",0.460688,6.8,1.8,0.105962,16.9872218342425,-1.62489581760625,-15.3347031728945
"poor","11","R",938.1,NA,"Gate4",0.625145,10,3.2,0.164457,19.457973816864,2.47075198262153,15.023696058067
"poor","11","R",938.1,NA,"Gate5",1.038056,15,5,0.412911,12.1091470074665,-7.34882680939749,-17.797604833481
"poor","11","R",938.1,NA,"Gate6",1.559658,20,5,0.521602,9.58585281498154,-2.52329419248496,-4.8375853476117
"poor","11","R",938.1,NA,"Gate7",2.234571,25,5,0.674913,7.40836226298797,-2.17749055199357,-3.2263277666804
"poor","11","R",938.1,NA,"Gate8",2.946632,30,5,0.712061,7.02187031729023,-0.386491945697742,-0.542779264273344
"poor","11","R",938.1,NA,"Gate9",3.947646,35,5,1.001014,4.99493513577233,-2.0269351815179,-2.02488195121937
"poor","11","R",938.1,NA,"Gate10",5.163768,40,5,1.216122,4.11142960985822,-0.883505525914105,-0.726494155943322
"poor","11","R",938.1,NA,"Gate11",NA,45,5,NA,NA,NA,NA
"poor","11","R",938.1,NA,"Gate12",NA,50,5,NA,NA,NA,NA
"poor","11","R",938.1,NA,"Gate13",NA,55,5,NA,NA,NA,NA
"poor","11","R",938.1,NA,"Gate14",NA,60,5,NA,NA,NA,NA
"poor","11","R",938.1,NA,"Gate15",NA,65,5,NA,NA,NA,NA
"poor","11","R",938.1,NA,"Gate16",NA,70,5,NA,NA,NA,NA
"poor","11","R",938.1,NA,"Gate17",NA,75,5,NA,NA,NA,NA
"poor","11","R",938.1,NA,"Gate18",NA,80,5,NA,NA,NA,NA
"poor","11","R",938.1,NA,"Gate19",NA,85,5,NA,NA,NA,NA
"poor","11","R",938.1,NA,"Gate20",NA,90,5,NA,NA,NA,NA
"poor","11","R",938.1,NA,"Gate21",NA,93.2,3.2,NA,NA,NA,NA
"poor","11","R",938.1,NA,"Gate22",NA,95,1.8,NA,NA,NA,NA
"poor","11","R",938.1,NA,"Gate23",NA,98.2,3.2,NA,NA,NA,NA
"poor","11","R",938.1,NA,"Gate24",NA,100,1.8,NA,NA,NA,NA
"okay","12","R",1008.7,NA,"Gate0",NA,0,NA,NA,NA,NA,NA
"okay","12","R",1008.7,NA,"Gate1",NA,1.8,1.8,NA,NA,NA,NA
