"burstQual","BURST_NUMBER","ORIENTATION","START_TIME","X","GATE_ID","TIMING","POSITION","POSITION_DIFF","TIMING_DIFF","VELOCITY","VELOCITY_DIFF","ACCEL"
"good","15","L",1486.5,NA,"Gate4",0.465193,10,3.2,0.124689,25.6638516629374,-2.57675833423857,-20.6654823941051
"good","15","L",1486.5,NA,"Gate5",0.600189,15,5,0.134996,37.0381344632434,11.374282800306,84.2564431561379
"good","15","L",1486.5,NA,"Gate6",0.769746,20,5,0.169557,29.4886085505169,-7.54952591272644,-44.5250028764748
"good","15","L",1486.5,NA,"Gate7",0.909017,25,5,0.139271,35.9012285400407,6.41261998952374,46.044187156865
"good","15","L",1486.5,NA,"Gate8",NA,30,5,NA,NA,NA,NA
"good","15","L",1486.5,NA,"Gate9",1.271889,35,5,NA,NA,NA,NA
"good","15","L",1486.5,NA,"Gate10",1.345102,40,5,0.073213,68.2938822340295,NA,NA
"good","15","L",1486.5,NA,"Gate11",1.505448,45,5,0.160346,31.1825676973545,-37.111314536675,-231.445215575537
"good","15","L",1486.5,NA,"Gate12",1.671362,50,5,0.165914,30.1360946032282,-1.04647309412634,-6.30732243286484
"good","15","L",1486.5,NA,"Gate13",NA,55,5,NA,NA,NA,NA
"good","15","L",1486.5,NA,"Gate14",2.021529,60,5,NA,NA,NA,NA
"good","15","L",1486.5,NA,"Gate15",2.259111,65,5,0.237582,21.0453653896339,NA,NA
"good","15","L",1486.5,NA,"Gate16",NA,70,5,NA,NA,NA,NA
"good","15","L",1486.5,NA,"Gate17",2.64329,75,5,NA,NA,NA,NA
"good","15","L",1486.5,NA,"Gate18",2.785824,80,5,0.142534,35.0793494885431,NA,NA
"good","15","L",1486.5,NA,"Gate19",NA,85,5,NA,NA,NA,NA
"good","15","L",1486.5,NA,"Gate20",3.206475,90,5,NA,NA,NA,NA
"good","15","L",1486.5,NA,"Gate21",NA,93.2,3.2,NA,NA,NA,NA
"good","15","L",1486.5,NA,"Gate22",NA,95,1.8,NA,NA,NA,NA
"good","15","L",1486.5,NA,"Gate23",NA,98.2,3.2,NA,NA,NA,NA
"good","15","L",1486.5,NA,"Gate24",3.604115,100,1.8,NA,NA,NA,NA
