spp,date,hatchdate,dph,staff,contaminant,treatment,group,targettempC,nomconclab,tank,fishID,nomconc,tl_mm,mass_g,Notes
WS,6/30/21,5/21/21,40,AES,fip,green,F,15,0001ug,R1.2,11,1,44.4,0.41,
WS,6/30/21,5/21/21,40,AES,fip,yellow,F,15,0010ug,R3.4,11,10,40.4,0.35,
WS,6/30/21,5/21/21,40,AES,fip,white,F,15,0000ug,R1.2,11,0,37.9,0.23,
WS,6/30/21,5/21/21,40,AES,fip,white,F,15,0000ug,R3.4,12,0,46.3,0.48,
WS,6/30/21,5/21/21,40,AES,fip,red,F,15,0100ug,R1.2,12,100,35.5,0.3,
WS,6/30/21,5/21/21,40,AES,fip,blue,F,15,1000ug,R1.2,11,1000,35.8,0.28,
WS,6/30/21,5/21/21,40,AES,fip,green,F,15,0001ug,R3.4,12,1,37.1,0.33,
WS,6/30/21,5/21/21,40,AES,fip,yellow,F,15,0010ug,R1.2,12,10,48.2,0.68,
WS,6/30/21,5/21/21,40,AES,fip,blue,F,15,1000ug,R3.4,12,1000,43.8,0.42,
WS,6/30/21,5/21/21,40,AES,fip,blue,F,15,1000ug,R1.2,13,1000,39.9,0.4,
WS,6/30/21,5/21/21,40,AES,fip,green,F,15,0001ug,R3.4,13,1,31.6,0.17,
WS,6/30/21,5/21/21,40,AES,fip,yellow,F,15,0010ug,R1.2,13,10,39.5,0.39,
WS,6/30/21,5/21/21,40,AES,fip,pink,F,15,0500ug,R1.2,13,500,38.6,0.34,
WS,6/30/21,5/21/21,40,AES,fip,yellow,F,15,0010ug,R1.2,14,10,32.2,0.16,
WS,6/30/21,5/21/21,40,AES,fip,red,F,15,0100ug,R3.4,13,100,38.1,0.31,
WS,6/30/21,5/21/21,40,AES,fip,pink,F,15,0500ug,R1.2,14,500,29,0.2,
WS,6/30/21,5/21/21,40,AES,fip,white,F,15,0000ug,R3.4,13,0,46.9,0.5,
WS,6/30/21,5/21/21,40,AES,fip,green,F,15,0001ug,R3.4,14,1,33.9,0.27,
WS,6/30/21,5/21/21,40,AES,fip,blue,F,15,1000ug,R3.4,14,1000,26.6,0.16,
WS,6/30/21,5/21/21,40,AES,fip,blue,F,15,1000ug,R3.4,15,1000,43,0.56,
WS,6/30/21,5/21/21,40,AES,fip,red,F,15,0100ug,R1.2,15,100,38.9,0.56,
WS,6/30/21,5/21/21,40,AES,fip,green,F,15,0001ug,R1.2,15,1,42.4,0.47,
WS,6/30/21,5/21/21,40,AES,fip,white,F,15,0000ug,R1.2,14,0,41.9,0.38,
WS,6/30/21,5/21/21,40,AES,fip,pink,F,15,0500ug,R3.4,15,500,40.1,0.36,
WS,6/30/21,5/21/21,40,AES,fip,red,F,15,0100ug,R1.2,14,100,45.8,0.42,
WS,6/30/21,5/21/21,40,AES,fip,yellow,F,15,0010ug,R3.4,15,10,46.4,0.51,
WS,6/30/21,5/21/21,40,AES,fip,white,F,15,0000ug,R3.4,15,0,44,0.39,
WS,6/30/21,5/21/21,40,AES,fip,pink,F,15,0500ug,R1.2,16,500,48.6,0.69,
