location,datetime,temp_c
bath2,5/28/2020 11:50,27.567
bath2,5/28/2020 11:50,
bath2,5/28/2020 11:55,27.665
bath2,5/28/2020 12:00,27.075
bath2,5/28/2020 12:05,26.879
bath2,5/28/2020 12:10,26.585
bath2,5/28/2020 12:15,26.39
bath2,5/28/2020 12:20,26.195
bath2,5/28/2020 12:25,26
bath2,5/28/2020 12:30,25.805
bath2,5/28/2020 12:35,25.61
bath2,5/28/2020 12:40,25.513
bath2,5/28/2020 12:45,25.416
bath2,5/28/2020 12:50,25.319
bath2,5/28/2020 12:55,25.222
bath2,5/28/2020 13:00,25.125
bath2,5/28/2020 13:05,25.125
bath2,5/28/2020 13:10,25.028
bath2,5/28/2020 13:15,24.931
bath2,5/28/2020 13:20,24.931
bath2,5/28/2020 13:25,24.931
bath2,5/28/2020 13:30,24.835
bath2,5/28/2020 13:35,24.835
bath2,5/28/2020 13:40,24.835
bath2,5/28/2020 13:45,24.738
bath2,5/28/2020 13:50,24.738
bath2,5/28/2020 13:55,24.738
bath2,5/28/2020 14:00,24.641
bath2,5/28/2020 14:05,24.641
bath2,5/28/2020 14:10,24.641
bath2,5/28/2020 14:15,24.641
bath2,5/28/2020 14:20,25.805
bath2,5/28/2020 14:25,27.272
bath2,5/28/2020 14:30,27.961
bath2,5/28/2020 14:35,28.456
bath2,5/28/2020 14:40,28.853
bath2,5/28/2020 14:45,29.152
bath2,5/28/2020 14:50,29.552
bath2,5/28/2020 14:55,30.054
bath2,5/28/2020 15:00,30.457
bath2,5/28/2020 15:05,30.963
bath2,5/28/2020 15:10,31.472
bath2,5/28/2020 15:15,31.983
bath2,5/28/2020 15:20,32.497
bath2,5/28/2020 15:25,32.911
bath2,5/28/2020 15:30,33.639
bath2,5/28/2020 15:35,23.1
bath2,5/28/2020 15:40,19.948
bath2,5/28/2020 15:45,18.616
bath2,5/28/2020 15:50,16.808
bath2,5/28/2020 15:55,16.141
bath2,5/28/2020 16:00,16.332
bath2,5/28/2020 16:05,16.427
bath2,5/28/2020 16:10,16.427
bath2,5/28/2020 16:15,16.523
bath2,5/28/2020 16:20,16.523
